title,label
Afghanistan: Video mit deutscher Geisel ausgestrahlt,0
Schrille Post: Kreative Adressierung lässt Postboten rätseln.,1
Air Berlin an der Börse,0
"5 natürliche Mittel, die Kleidung vor dem Ausbleichen schützen.",1
Afghanistan: Bundeswehrsoldaten schossen gezielt auf Demonstranten,0
Ariane 5 startet mit einem thailändischen Satelliten ins All,0
AKP will Neuwahlen – innenpolitische Krise in der Türkei schwelt weiter,0
"18 Hunde, die in seltsamen Posen eingeschlafen sind",1
Amerikanisches Atom-U-Boot havariert,0
Agrarminister von Guyana wurde in seinem Haus erschossen,0
"10 Beispiele aus dem Alltag, wie unterschiedlich Haushaltsgegenstände weltweit sind",1
"Es gibt Momente, die nur Eltern wirklich nachfühlen können",1
245.000 Schmuggelzigaretten auf der A 12 bei Frankfurt (Oder) in Kleintransporter entdeckt,0
Was sollte man nach dem Sex immer tun? 6 To-dos,1
"8 raffinierte DIY Ideen, die ein altes Rad recyclen ",1
20 Tote bei Massenprotesten in Guinea,0
Alexander von Witzleben wird Vorstandsmitglied des Haniel-Konzerns,0
Abgestürzte Rakete von UP Aerospace gefunden,0
5 DIY Ideen für Möbel selber bauen | Lesesessel | DIY Möbel,1
Boeing möchte Flugzeug-Internet-Tochter Connexion abstoßen,0
Bündnis der Firmen Total und Enertrag zur Herstellung von Wasserstoff,0
Bioenergie-Boom lässt Grundnahrungsmittel knapp werden,0
Berliner Verkehrsbetrieben droht neuer Streik,0
"Ideal fürs Bad: 12 Pflanzen, die kaum Sonnenlicht brauchen",1
16 Graffitis: Da wird das Gehirn an der Nase herumgeführt,1
AEG-Werk Nürnberg wird geschlossen,0
"Krista Davis trägt todkrankes Kind aus, um Organe zu spenden",1
"12 Vorher-nachher-Fotos, zwischen denen einiges passiert ist",1
Chinesische Internetfirmen wollen an die Börse,0
Ab heute totaler Ausverkauf bei Quelle,0
16 Bilder von Tieraugen aus nächster Nähe,1
13 urkomische Spielplatz-Fails,1
BBC erklärt eigenen Beitrag über Entschädigungszahlungen für Bhopal-Opfer zur Falschmeldung,0
7 herrliche Aufläufe | Einfache Auflauf Rezepte für zuhause,1
Larventherapie als Antwort auf Antibiotika-Resistenzen. ,1
"9 schlimme Trends, die in Erinnerung geblieben sind",1
Ausnahmezustand in Pakistan: USA überprüfen Finanzhilfen,0
Berlin: Kabinett beschließt die Freigabe des Linien-Bus-Fernverkehrs,0
Ayaan Hirsi Ali erhielt Preis der Stadt Kassel,0
Automarkt in Griechenland: 57 Prozent-Wachstum im Februar,0
Ein Knaller: Eclair-Kuchen. Ohne Backen!,1
Autarkes Haus in Frankreich: Paar baut altes Haus um,1
50 Jahre Römische Verträge: „Alternative Berliner Erklärung“ veröffentlicht,0
Basra: Britische Truppen übergeben Kontrolle an Iraker,0
Gefüllter Kürbis | Käsefondue und Mac and Cheese im Kürbis,1
Albanien: Präsident Berisha kündigt Privatisierungen an,0
800 Autogastankstellen in Deutschland,0
Asia Times prophezeit US-Militärschlag gegen den Iran im August 2008,0
"Freche Tiere, die gerne Menschen ärgern",1
Afghanistan: Proteste nach Koran-Verbrennungen,0
Entlaufener Husky mit Hirsch durch Zufall gefilmt,1
Berliner Hauptbahnhof erneut gesperrt,0
Rätselraten: Findest du die versteckte Katze auf diesem Foto? ,1
Bergungsarbeiten nach Flugzeugunglück in Brasilien,0
Angeblich deutsche Islamisten bei US-Drohnenangriff in Pakistan getötet,0
Nach 9 Jahren entdecken sie das Geheimnis einer starken Ehe.,1
Al Qaida droht Vergeltungsschläge für Rushdie-Ehrung an,0
Australien beendet nach fast sechs Jahren Friedensmission in Timor-Leste,0
Audi soll 800 Millionen Euro Bußgeld zahlen wegen Abgasmanipulationen,0
Beckstein (CSU) fordert stärkere soziale Profilierung der Union,0
12 herbstliche DIY-Windlichter und Teelichthalter basteln,1
Diese Katzen sind die besten Komiker ihrer Menschen,1
15 bizarre Zufälle,1
Schicke und verrückte Pflanzgefäße aus alten Schuhen.,1
"9 Angewohnheiten, die wir fälschlicherweise für gut halten",1
Arbeitslosigkeit in der Eurozone erreicht Rekordniveau,0
Sader Issa wuchs mit einem Vater mit Downsyndrom auf,1
Wie süß: Katzenmana zieht Entenküken groß.,1
Ex-Junkie Jason Wickline zeigt Vorher-nachher-Bilder,1
Adidas verkauft Outdoor-Sparte Salomon,0
15 Eltern teilen ihren Alltag mit Kindern,1
"23 Tiere, die sich genau in diesem Moment kaputtlachen. ",1
Asyl für Snowden wird von Russland um drei Jahre verlängert,0
Ausnahmezustand in Georgien – Neuwahlen im Januar,0
Al-Azhar-Universität initiiert politischen Dialog in Ägypten,0
16 Vorher-nachher-Bilder von geschminkten Bräuten,1
"Lobotomie, Tabakklistier & Co. - 5 gruselige Heilmethoden von Früher",1
Diese Onlineshops haben ein paar harte Fehlkäufe geliefert,1
Berlin wird Versuchsfeld für Elektroautos,0
"15 Bilder zeigen, was die Kanadier besser machen als wir",1
"15 Leute, die nichts aus der Ruhe bringt",1
11. Oktober ist Coming-out-Tag,0
"15 Tierheim-Mitarbeiter, die ihre schönsten Momente teilen",1
"Benzinpreis in Deutschland auf unter 1,20 Euro gesunken",0
Jahrhundertfund in deutschem Tagebau hält Forscher in Atem.,1
In diesem Blätterteigring steckt eine köstliche Schinken-Ei-Füllung.,1
Boeing absolviert erfolgreichen Jungfernflug des „Dreamliner“,0
Argentiniens Kreditwürdigkeit von führenden Ratingagenturen erneut herabgestuft,0
Arbeitslosenzahlen Februar 2006,0
13 Hotel-Fails,1
7 schmackhafte Gerichte mit Hackfleisch ,1
Bananenimporte: Ecuador gewinnt Streitschlichtungsverfahren gegen die EU,0
14 besondere Sukkulenten und Sukkulenten-Arten,1
Bertelsmann verkauft Musikverlag,0
Witz des Tages: Alte Dame geht mit Blähungen zum Arzt.,1
Baden-württembergische SPD fordert GEZ-Spartarif für Internet-PCs,0
Antikriegsprotest bei der Einweihung des Ehrenmals der Bundeswehr nicht geduldet,0
Am Makkaroni-Auflauf können sich Ordnungsfanatiker richtig austoben.,1
"16 Bilder von Günther Krabbenhöft, dem „Hipster-Opa“",1
Ahmadinedschads antisemitische Äußerungen rufen weltweite Empörung hervor,0
"10 kuriose Fakten, die du über Unterwäsche nicht wusstest",1
Ausschreitungen auf dem Tempelberg,0
Bad Dürkheim: Historische Saline fällt Flammen zum Opfer,0
5 Ideen für deinen Halloween Kürbis 2020 | Kürbis schnitzen,1
Beliebtheit Taiwans als Ziel thailändischer Arbeitsimmigranten gesunken,0
Ali Hasan al-Madschid wegen Völkermordes zum Tode verurteilt,0
China: Bald Anbau von gentechnisch verändertem Reis?,0
"16 Vorher-nachher-Bilder von Leuten, die Gewicht verloren",1
Aufrüttelndes Video: Adoptiertes Kind wird vom Vater verstoßen.,1
Alleinerziehende begleitet Sohn als Mann verkleidet zum Vatertag in Schule.,1
"12 Bilder, denen der Hintergrund die Show stiehlt",1
15 fürchterlich designte Badezimmer,1
Bankier Jörg Woltmann kaufte die Königliche Porzellan-Manufaktur,0
" Unsere 12 besten Videos, um Plastik wiederzuverwenden",1
16 Online-Shopping-Fails,1
500-MW-Offshore-Windpark in der Nordsee angeschlossen,0
16 Upcycling-Ideen aus alten Bettlaken und Bettbezügen,1
38 Deko Bastelideen für dein Zuhause,1
Australien beendet sein militärisches Engagement im Irak,0
Anti-Dumping-Klage gegen chinesische Solarfirmen,0
Genial in Deutschland: Diese Frau druckt Kunst mit Gullydeckeln.,1
15 misslungene Designs und Fehlkonstruktionen,1
Ban Ki-moon als Nachfolger von Kofi Annan favorisiert,0
"Alle Hunde sind schön, aber manche Hundefotos sind hässlich",1
10 häufige Anfängerfehler beim Nähen,1
A 72: Teilstück Niederfrohna und Rathendorf dem Verkehr übergeben,0
Aids-Aufklärungskampagne mit Boris Becker am „Airport“,0
15 Vorher-nachher-Bilder zeigen umgenähte Kleidung,1
"Kirschkuchen, mal ganz anders - pyramidenstark!",1
9-jähriger Hesse leistet Erste Hilfe bei 2-jährigem Bruder im Pool. ,1
Allmendeforscherin Elinor Ostrom erhält als erste Frau Wirtschaftsnobelpreis,0
Bilderberg-Konferenz in Dresden,0
7 herrliche Burger Rezepte | Burger selber machen,1
"Was ist die beste Intimpflege? 7 Hausmittel, die dir guttun",1
Bundesagentur für Arbeit sieht für 2011 geringeren Bundeszuschuss voraus,0
"9 Babyprodukte, die erfahrene Eltern nicht kaufen würden",1
Das sind die Signale die Tiere aussenden und deren Bedeutung.,1
ARD manipuliert Interview mit Putin,0
Argentinien: Kongress beschließt Vorverlegung der Parlamentswahlen,0
Blumenkohl-Freunde aufgepasst: Euer Lieblingsgemüse wird hier neu definiert,1
Airbus erhält Auftrag für den A380,0
Airbus/EADS: Zwei Chefs zurückgetreten,0
CeBIT: Deutsche Post stellt eigenes Konzept für sichere E-Mail vor,0
6 Rezepte mit Kürbis | Kürbisrezepte | Herbstgerichte,1
"Baby hält Spirale, die 9 Monate zuvor den Dienst versagte",1
AFD Politiker Guido Reil wurde festgenommen!,0
"15 Pechvögel, die ihre Entscheidungen umgehend bereuen",1
Auch Frankreich und Japan schließen Botschaften im Jemen,0
China: 150 Milliarden Euro für erneuerbare Energien,0
Boeing: Testflüge mit dem „Dreamliner“ vorerst gestoppt,0
"Reparaturen im Haushalt: 10 Tricks, Dinge zu reparieren",1
"Kind findet ""tierisch"" ungewöhnlichen Spielkameraden.",1
Abschaffung des Bayerischen Obersten Landesgerichts bestätigt,0
Herzhafter Kuchen fürs Oktoberfest | Mit Sauerkraut,1
Traurig und doch wunderschön: Ehepaar reicht sich im Sterben die Hand.,1
Armenien: Mehr als 140 Verletzte bei Explosion von Luftballons,0
Schwerkranker streunender Hund wird gerettet und erlebt eine wunderbare Verwandlung.,1
Wütende Frau bewirft fremden Mann mit Welpen. Er behält ihn!,1
China will Wirtschaftswachstum durch Zinserhöhung bremsen,0
"20 Gegenstände, die durch Putzen vor dem Müll bewahrt wurden",1
Audi plant Streichung mehrerer Tausend Stellen in Deutschland,0
Ausschreitungen in Italien: Neues Bildungsgesetz sorgt für eine Welle von Protesten,0
Abbruch des „Palast der Republik“ kostet weniger als erwartet,0
Biodieselverbrauch um 45 Prozent gestiegen,0
Camorra stellt nahezu perfektes Falschgeld her,0
Afghanistan: Opiumproduktion steigt im Jahr 2011 um 61 Prozent,0
Am heutigen Sonntag beginnen die vorgezogenen Wahlen in Italien,0
Sterbende Frau verabschiedet sich von ihrem Pferd - alle müssen weinen!,1
"Kuchen mit Popcorn, Schokomousse und Zuckerguss",1
Ayaan Hirsi Ali verliert niederländische Staatsbürgerschaft,0
Bundesverfassungsgericht will Entscheidung zu ESM am 12. September verkünden,0
Wie kann man den Darm reinigen? 4 Alternativen zum Einlauf,1
"11 Dinge, die du dir lieber abgewöhnen solltest",1
10 Fakten über Frauenkörper,1
7 Fingernagelformen – und was sie über deinen Charakter verraten. ,1
Anzeige gegen Präsident Erdogan wegen Kriegsverbrechen,0
Aktuelle Elektrofahrzeuge auf der eCarTec München,0
"Ein empörtes Mädchen zeigt, wie gefährlich ein angebliches Ideal ist.",1
Japanische Handtuch-Technik für eine bessere Figur.,1
"19 Hunde, die Heldenmut bewiesen haben",1
10-jähriger Junge rettet seine Mitschüler aus einem See voller Alligatoren.,1
Afghanistan: Kandidaten ziehen Beobachter aus der Wahlüberprüfung zurück,0
3-fach gefüllte Dumplings | Chinesische Teigtaschen | Jiaozi,1
"4 Ideen, mit Blumentöpfen bares Geld zu sparen",1
Afghanistans Präsident Karzai will „Kampf gegen den Terror“ auf das pakistanische Grenzgebiet ausweiten,0
100.000 Timoresen leben immer noch in Flüchtlingslagern,0
Inmitten des Bürgerkriegs verhungern die Tiere des verlassenen Zoos.,1
Afghanische Nationalhymne in Bonn eingespielt,0
5 süße Snacks für deine Halloween Party | Mit Rice Krispies,1
Biogas-Gewinnung: Maisfelder ertragreicher als Rapsfelder,0
25 Zivilisten bei Natoangriff in Afghanistan getötet,0
Alibaba Group kurz vor Rekordbörsengang,0
Andreas Voßkuhle wird neuer Präsident am Bundesverfassungsgericht,0
"Diese Dinge sprechen dafür und dagegen, alle 2 Tage zu duschen.",1
Batteriehersteller gibt Finanzspritze für Elektroautobauer Think Global,0
Angst vor Destabilisierung wächst nach Ministermord im Libanon,0
"20 Menschen, die beim Anblick ihres Essens enttäuscht wurden",1
"16 rücksichtslose Eltern, die anderen auf die Nerven gehen",1
"16 Naturfotos, die einen das Fürchten lehren",1
Unglück mit Boot: Mutter warnt nach CO-Vergiftung,1
"4 Gründe, nachts die Schlafzimmertür zu schließen",1
Herrlicher Rinderragout Auflauf,1
Auftragsproduktion von Elektroautos bei Mitsubishi?,0
16 Bilder von süßen Capybaras,1
Wunderschöne Fotos von frischgebackenen Mamas.,1
Baden-Württemberg: Schüler sollen keine Hausaufgaben mehr bekommen,0
One pot Lasagne bolognese – einfacher geht’s nicht!,1
3500 demonstrieren in Bern zum Flüchtlingstag,0
Quiz: Stimmen diese Mythen über den Körper wirklich?,1
Bangkok: Erfolgreiche Testlandung auf dem neuen Flughafen Suvarnabhumi,0
14 Bastelideen für jedermann | Perfekt für Kindergeburtstag,1
"Ceranfeld-Pflege: hilfreiche Tipps, um lästige Flecken zu entfernen",1
Natürliche Hausmittel gegen Nagelpilz.,1
ARD und ZDF setzen Berichterstattung über Tour de France aus,0
15 beeindruckende und erschreckende Unterwasserbilder.,1
Arbeiter produzieren eigenverantwortlich das „Strike-Bike“ in besetzter Fahrradfabrik,0
Chinas Wirtschaft stark überbewertet,0
Bangladesch: Ausschreitungen bei Protesten für Wahlrechtsreform,0
"11 Kinder, die an Halloween alle in den Schatten stellen",1
Blauzungenkrankheit jetzt auch in Baden-Württemberg nachgewiesen,0
"1,3 Kilo tote Muskeln aus Bodybuilder-Arm von Kirill Tereshin entfernt",1
Berlin: EU Außenminister beraten über Aufnahme der Beitrittsverhandlungen mit Albanien,0
16 Bilder von verrückten Frisuren,1
"15 Kinder und Tiere, die durch dick und dünn gehen",1
"14 Dinge, die es wahrscheinlich nur in Japan gibt",1
Bahn bietet GDL Lohnerhöhungen zwischen 8 und 13 Prozent an,0
"6 Hobbys, mit denen du auch nach Corona Geld sparst",1
Kleidung färben mit Naturmaterialien | Natürlich färben,1
Tusker: Will Burrard-Lucas macht Fotos von seltenem Elefant,1
"15 Schulen, die richtig ins Klo gegriffen haben",1
Nach ihrem Tod schläft Carl Tanzler 7 Jahre neben seiner Geliebten.,1
Apple senkt den Preis des „iPhones“,0
Herrlicher Nachtisch aus Raffaello und Rocher | Schokobecher,1
Frau hört Stimme ihres verstorbenen Ehemannes in der U-Bahn,1
Süßes Video: Mädchen schmettert ihr ABC aus voller Kehle.,1
"14 Paare, die wissen, wie man Halloween feiert",1
Afrikanische Union zieht eine Friedensmission für Somalia in Erwägung,0
Bundeskartellamt: Strompreise nicht manipuliert,0
Süßes Video: DJ Pryor „unterhält“ sich mit brabbelndem Sohn,1
Frau bemalt Treppe nach Buchrücken berühmter Klassiker. ,1
Abschlussbericht im „Fall Kevin“ vorgelegt: „Überzogener Sparkurs“ war Teil des Problems,0
"Bildergalerie: 20 Dinge, die zufällig perfekt zusammenpassen",1
10-jährige philippinische Sängerin begeistert Millionen.,1
Atomkatastrophe in Japan: Angst vor dem Super-GAU,0
Süßes Team: Spitz führt blinden Schlittenhund durchs Leben.,1
20 Jahre nach Tschernobyl: Diskussion um Atomkraft geht weiter,0
"14 Tiere, die mit ihrer Größe verblüffen",1
Angela Merkel zu Besuch in den USA,0
"19 Bäume, die sich ihr Leben nicht nehmen lassen",1
Apple präsentiert das iPad,0
Afghanistans Präsident Ashraf Ghani stellt sein Kabinett vor,0
"5 Schmerzen, die eine psychische Ursache haben können",1
Lass deine Pflanzen mitten aus einem Tisch sprießen. So schön!,1
Al-Qaida würde Atomwaffen gegen Vereinigte Staaten einsetzen,0
Test: Nur 1 von 4 Menschen können alle Farben dieses Fotos erkennen.,1
17 peinliche Bilder aus der Jugend und Kindheit,1
Ariane 5 erfolgreich gestartet – zwei Fernmeldesatelliten im All ausgesetzt,0
Alarmierender UN-Bericht zur Umsetzung der Milleniumsziele veröffentlicht,0
Beckstein fordert im Kampf gegen das Komasaufen hohe Strafen für Wirte und Eltern,0
"Mode-Fails, die den Betrachter ratlos zurücklassen",1
Kuchen aus mit Schokomousse und Beeren gefüllten Eiswaffeln ,1
Bund der Energieverbraucher kritisiert Strompreise,0
Baumwollpreis um bis zu 80 Prozent gestiegen,0
Assange vor Gericht: Entscheidung über Auslieferung an Schweden ist für Dienstag geplant,0
Borussia Dortmund möchte Fußballstadion zurückkaufen,0
Bundeskanzlerin Merkel reist nach China,0
Autobomben erschüttern das Stadtzentrum Bagdads,0
"15 Bilder, die alle eine Geschichte erzählen",1
"16 tolle Bilder von kuriosen Kuchen, die das Auge täuschen",1
Artenschutzkonferenz in Nagoya erfolgreich abgeschlossen,0
Chancen und Perspektiven der EU-Donaustrategie: Internationale Konferenz in Stuttgart durchgeführt,0
25 Ideen für alte Autoreifen.,1
Vater verwandelt Elektrorollstuhl in Barbie-Auto für seine Tochter.,1
Tolle Bilder: 5-Jährige und ihr Dobermann sind unzertrennlich. ,1
Bundesrechnungshof rügt mangelnde Haushaltsstrategie,0
"Echte Kerle, die mit dem Alter nur noch hübscher werden",1
"8 clevere Produkte, die gleichzeitig umweltfreundlich sind",1
"16 Bilder von alten Hunden, die süß sind",1
25 Jahre nach der Tschernobyl-Katastrophe – eine Bilanz,0
Bagdad wieder erschüttert vom Terror,0
BNP Paribas prüft Übernahme von Société Générale,0
Adriana Iliescu wurde mit 66 Jahren Mutter,1
China: mindestens 21 tote Kumpel bei Grubenunglück,0
Arabische Welt: Weitere Proteste gegen autoritäre Regime,0
500 Jahre Schweizergarde,0
Ergreifend: 75-Jähriger bekommt Nachbarschaftshilfe über Facebook.,1
Hähnchen Cordon bleu am Stiel,1
Autovermieter „Europcar“ geht für über drei Milliarden Euro an französischen Investor,0
Vorher-nachher: 20 befriedigende Bilder von Putzaktionen,1
Angriff mit einem Modellflugzeug auf das Pentagon vom FBI verhindert,0
Vorsicht beim Sparbuch-Anlegen für die Enkelkinder,1
Anti-Islam-Bündnis in 14 europäischen Ländern,0
"Abfluss verstopft: Dinge, die niemals in den Abfluss sollten",1
13 kuriose Möbel und verrückte Wohnideen,1
Bangkok: Flughafen Suvarnabhumi soll wie geplant eröffnet werden,0
Notarzt regt sich über Betrunkene auf,1
Bulgariens Regierung will jetzt doch kein neues Atomkraftwerk,0
"16 Bilder, die das Herz aufgehen lassen",1
Wickel-Erlaubnis von Babys: Pädagogin will Kinder zu körperlicher Selbstbestimmung erziehen,1
Aus diesem Grund sind Feigen nicht (immer) vegan,1
Britischer Discounter nimmt UKW-Radios aus dem Angebot,0
"10 Alltagsgegenstände, die früher ganz anders aussahen",1
Bahrain: Brutales Vorgehen von Sicherheitskräften gegen Demonstranten,0
"Airbus: Verhandlungen über Verkauf der Standorte Varel, Nordenham und Augsburg gescheitert",0
Mehr als nur Atemerfrischer: 5 ungewöhnliche Anwendungen für Minze. ,1
Audi: Erfolgsbeteiligung von 5.300 Euro nach Rekordergebnis 2008,0
Amnesty Bericht 2006: Benachteiligte zahlen den Preis für den Krieg gegen Terrorismus,0
3 herrliche Hähnchen Marinaden fürs nächste Grillen,1
Britischer Börsenhändler ergaunerte 40 Millionen Dollar,0
Australien droht Wollboykott,0
Peinliche Bilder: 16 alte Fotos zum Fremdschämen,1
"13 Großväter, die viel cooler sind als du",1
Künstler Tom Bob verschönert Nachbarschaft mit lustigen Bildern,1
Puddingkuchen aus Brandteig und Puddingcreme | Karpatka,1
1. August 2005: Stichtag der Rechtschreibreform,0
Video: Schlange hat falsche Beute verschlungen,1
Auslieferung des Airbus A380 erneut verschoben,0
"Hund, Katze, Eichhörnchen: 15 Tiere, die Pech haben",1
Atombombe „nur mit dem Taxi nach Seoul“,0
2006 war ein erfolgreiches Geschäftsjahr für Continental,0
2018 soll die Verhütung für Männer kommen.,1
Die 20-jährige Frau wird immer mit Zwillingen schwanger.,1
Autos vom Discounter LIDL,0
Baden-württembergische Landesregierung nach Polizeieinsatz gegen Stuttgart 21 in der Kritik,0
Diese 10 Dinge sind im Supermarkt nicht erlaubt,1
ARD und Chaos Computer Club: Elektronischer Personalausweis unsicher,0
Ariane transportiert Satelliten für britisches Militär und türkisches Unternehmen ins All,0
Ausgemusterter französischer Flugzeugträger Clemenceau zurück in Brest,0
Alstereisvergnügen in Hamburg lockt zahlreiche Besucher an,0
15 Leute enthüllen ihre peinlichsten Erlebnisse,1
Ab 2010: „Islamischer Religionsunterricht“ in Niedersachsen,0
7 delikate Abendessen mit Blumenkohl | Blumenkohl Rezepte,1
Asienreise des Hamburger Bürgermeisters Ole von Beust geht zu Ende,0
Junge Frau macht mutiges Foto mit künstlichem Darmausgang.,1
Bahnstreik behindert Güter- und Personenverkehr,0
"15 Dinge, die sich in wunderschöne neue Möbel und Deko verwandeln",1
17 witzige Momente mit Katzen,1
Lustige Kommentare und schlagfertige Antworten im Internet,1
Nächstenliebe in der Luft - Vater hilft fremder Mutter im Flugzeug.,1
Toast auf andere Art: verlockende Nutella-Bananen-Röllchen.,1
Abhörmaßnahmen der NSA sorgen für Irritationen in Deutschland und Europa,0
Britischer Elektro-Sportwagen soll dem Tesla Roadster Konkurrenz machen,0
Klo-Witz: Kinobesucherin geht auf Herrentoilette,1
Besonders kross: mit Mozzarella gefüllte Hähnchenkeule,1
Bayern: Verfahren gegen zu Guttenberg wird möglicherweise wegen „mangelnden öffentlichen Interesses“ eingestellt,0
Ergreifendes Bild: Kind verabschiedet sich von schwangerer Mutter.,1
Acht Tote bei US-Angriff in Syrien,0
Mann malt mit Kreide Überraschung für kleinen Jungen,1
Apple geht gegen „QuickTime Alternative“ vor,0
9 Tricks mit Plastikflaschen,1
Deutscher Handwerker trifft mit Facebook-Post einen Nerv,1
Baden-Württemberg: Umweltministerin veröffentlicht erste Lärmkarten,0
AfD verzeichnet starken Wählerzustrom,0
"Baden-Württemberg: Umstrittenes Polizeigesetz wird in den Landtag eingebracht, neues Versammlungsrecht zur Anhörung freigegeben",0
Rheinland-Pfälzer schickt totem Opa Ballon-Brief und bekommt Antwort. ,1
Atomforum kritisiert Vattenfall,0
"Atomenergie: Sarkozy kritisiert diejenigen, die „den Fortschritt gefährden“",0
"Kuchen mit Wackelpudding, der aussieht wie ein Aquarium",1
So verhältst du dich in der Sauna richtig,1
Anschlag in Afghanistan - Erneut ein deutscher Soldat gestorben,0
AfD gewinnt drei Direktmandate bei der Bundestagswahl - Petry schert aus,0
Airbus erhält Großauftrag von American Airlines,0
5 Päckchen saftigster Schichtbraten,1
Hund und Baby haben entzückende Routine nach Mittagsschlaf,1
10 Bilder: Fotograf Alan Powdrill knipst versteckte Tattoos,1
Achim Steiner wird neuer UNEP-Chef,0
Albanien und die Türkei rücken enger zusammen,0
"10 Dinge, die Wahrscheinlichkeit von Lottogewinn übertreffen",1
"16 Katzen, die Mützen aus ihrem eigenen Fell tragen",1
Bürger wollen Miteigentümer bei Stadtwerken werden,0
Ausschreitungen bei Atom-Protest in Morsleben,0
Mit Schokolade überzogenes Gebäck in süßer Zipfelform,1
Afghanistan: Abdullah Abdullah lenkt ein,0
BMW setzt auf Verbrennungsmotoren,0
"Erstaunlich, was die Natur für Tiere hervorbringt.",1
Bank ohne Zinsen: Erste Islam-Bank kommt nach Deutschland,0
Bangkok: Zehntausende fordern den Rücktritt der thailändischen Regierung,0
"6 Doppelstandards, durch die Frauen kritisiert werden",1
16 Bilder: Frau kreiert verstörende Skulpturen nach Träumen,1
Apology Act in Kanada – Entschuldigen ohne Schadensersatz,0
14 Bilder von verrückten Zufällen,1
Bauernverband Aargau kritisiert Ausbauvorhaben des Luzerner Reusswehrs,0
"To-do-Liste für den Garten: 11 Dinge, an die man im Oktober denken muss",1
Video-Auftritt: 2 Frauen spielen mit Füßen auf Riesenklavier. ,1
"16 Leute, die Dinge auf ihre ganz eigene Art machen",1
Zärtliche Umarmung von Baby-Zwillingen endet tragisch.,1
Bilanz der Feuersbrunst in Kalifornien: ein Werk von Brandstiftern,0
11 Jahre Gefängnis für chinesischen Bürgerrechtler Liu Xiaobo,0
"15 Dinge von früher, die heute unvorstellbar sind",1
15 Bilder von Hunden mit viel Charakter,1
Optische Täuschung: 12 lustige Bilder von Illusionen,1
AOL möchte nach Gold graben,0
Hier sind 10 Power-Snacks gegen Durchhänger beim Lernen. Gesund und lecker!,1
Niedliche Bilder: 20 unglaubliche Tierfreundschaften,1
"14 Leute, die an Halloween allen die Schau stehlen",1
Atommüll bleibt ein ungelöstes Problem - Konferenz in Kassel,0
Brasilien und Argentinien fordern von Bolivien Gespräche über Gaspreise,0
"16 Tierfotos, die genau im richtigen Moment entstanden sind",1
Bald neuer Jackson Song,0
Baden-Württembergs ehemaliger Ministerpräsident Hans Filbinger gestorben,0
"7 Rezepte mit Kohl | Weißkohl, Wirsing, Spitzkohl",1
"14 Babyfotos, die nicht fürs Familienalbum geeignet sind",1
Die 10 schlechtesten Buchverfilmungen aller Zeiten,1
Algerien will seine Schulden beim Pariser Club zurückzahlen,0
Lachvideo: Bräutigam verspricht sich und Braut lacht sich kaputt. ,1
Matt und Hannah Bradley nehmen vor Hochzeit 60 Kilo ab,1
11 Fehler beim Aufräumen mit Kindern,1
Florale Biskuitrolle mit Frischkäsecreme und Erdbeeren,1
10 bewegende Geburtsfotos,1
Erwischt! 19-Jährige kommentiert ihr eigenes Fahndungsfoto im Internet.,1
"Körpersprache und Verhalten: 7 Signale von Katzen, die Besitzer kennen sollten",1
Junge finanziert kugelsichere Westen für Polizeihunde,1
Die 7 besten Alternativen für Zucker.,1
Abdullah Abdullah kündigt Nichtanerkennung des Wahlergebnisses an,0
Bayerischer Verfassungsschutz veröffentlicht Halbjahresbericht - Die Linke weiterhin Beobachtungsobjekt,0
Bei diesem Spiel gibt es richtig was ins Gesicht.,1
Barack Obama gewinnt Vorwahlen in South Carolina,0
11. Oktober 2010 ist Coming-out-Tag,0
Böhlener Wald erlitt schwere Sturmschäden,0
10 fast vergessene Diäten,1
Eulenschwalm: Unbekannte Vogelart wird oft für Eule gehalten,1
Ahlhaus neuer Bürgermeister von Hamburg,0
Beste Reaktion: 4 Mütter ahmen das Selfie ihrer Söhne nach. ,1
Berichte über Vorbereitungen der USA auf einen Iran-Krieg,0
7-mal legendärer Cheesecake | Kreative Käsekuchen,1
"20 Face Swaps, die dich in deine Alpträume verfolgen werden.",1
Anton Schlecker: Vermögen der Kinder sichert Auskommen,0
Auch Europa-Geschäftsführer von Vattenfall zurückgetreten,0
Brüchige Banknoten: Sabotage nicht auszuschließen,0
Toilette reinigen mit Hausmitteln: 4 Tricks für Problemfälle,1
15 lustige Tweets von Eltern über den Alltag mit Kindern,1
Arbeitslose werden durch Hartz IV ausgegrenzt statt reaktiviert,0
Abhöraktionen in den USA: Electronic Frontier Foundation verklagt NSA und Bush,0
Anschlag auf Zug in Indien tötet viele Reisende,0
Mit diesem Trick bekommst du deine Familiengeschichte auf ein einziges Bild.,1
"16 Gründe, warum jeder einen Hund haben sollte",1
BASF hofft auf weitere Genehmigungen für gentechnisch veränderte Kartoffeln,0
Bremen hat die höchste Leistungsdichte bei Windkraft,0
Todkranke Frau lädt ihre Freunde zu einer letzten Feier ein und bringt sich dann um.,1
"Hackfleisch Bombe mit Camembert, Spitzpaprika und Bacon",1
Ägyptische Zensur trifft FAZ,0
Carl Zeiss verlagert Bereiche aus Jena nach China,0
Abgeordneter versuchte Schusswaffe in sächsischen Landtag schmuggeln zu lassen,0
Baden-Württembergs Ministerpräsident Oettinger wegen Filbinger-Trauerrede in der Kritik,0
